 0.338003  0.342714   0.34112  0.344025   0.34441  0.341126  0.342834  0.339573  0.348852  0.345908   0.33886  0.338375  0.337126  0.340376  0.341277  0.338566  0.338137  0.345286   0.34123  0.345337
 0.329657   0.33398  0.333709  0.334334  0.335829  0.334511  0.333644   0.33191  0.341574  0.338234  0.331537  0.331454  0.327874   0.33176  0.333293  0.330051  0.329495  0.335805  0.332534  0.336038
 0.308436  0.313958  0.312075   0.31259   0.31343  0.313665    0.3111  0.311498  0.319781  0.316285  0.309859  0.310022  0.307308  0.310727  0.312213  0.308516  0.308324  0.314809  0.311972  0.313762
 0.359342  0.364191  0.362904  0.365127  0.365254  0.364039  0.363565  0.362119  0.372817  0.368482  0.360807    0.3608  0.357918  0.361392  0.362417  0.359405   0.35946  0.366839  0.362579  0.366552
 0.406872   0.41348  0.411201  0.413847  0.414709  0.413658  0.410979  0.411411  0.421297  0.417057  0.409057  0.409972  0.405565    0.4095  0.411941   0.40823  0.407548  0.415907  0.411901  0.415285
0.0131689 0.0133441 0.0133664 0.0133206 0.0133709 0.0133781 0.0133396 0.0133341 0.0135665 0.0134663 0.0133473 0.0133146  0.013089 0.0132602 0.0133638 0.0132167 0.0131151 0.0134166 0.0133004 0.0133815
        0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
 0.682721  0.692673  0.690122  0.693815  0.694416  0.691989  0.690889  0.687862  0.705739  0.699041  0.686143  0.685937  0.680262   0.68675  0.690482  0.683948  0.683113  0.696298  0.688808  0.696222
        0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
 0.702389  0.712611  0.709909  0.713595  0.714473   0.71186   0.71063  0.707689  0.726004  0.719228  0.705922  0.705739   0.69983  0.706517  0.710244  0.703618   0.70275  0.716296  0.708795  0.716066
