# a_	b_	W_0	W_1	W_2	W_3	W_4	W_5	W_6	W_7	W_8	W_9	
1	0.835293	0.835293	0.835263	0.842827	0.834128	0.828495	0.829774	0.841704	0.837974	0.839861	0.842241	
0	0.835263	0	0	0	0	0	0	0	0	0	0	
1	0.842827	0.835293	0.835263	0.842827	0.834128	0.828495	0.829774	0.841704	0.837974	0.839861	0.842241	
1	0.834128	0.835293	0.835263	0.842827	0.834128	0.828495	0.829774	0.841704	0.837974	0.839861	0.842241	
0	0.828495	0	0	0	0	0	0	0	0	0	0	
1	0.829774	0.835293	0.835263	0.842827	0.834128	0.828495	0.829774	0.841704	0.837974	0.839861	0.842241	
1	0.841704	0.835293	0.835263	0.842827	0.834128	0.828495	0.829774	0.841704	0.837974	0.839861	0.842241	
0	0.837974	0	0	0	0	0	0	0	0	0	0	
1	0.839861	0.835293	0.835263	0.842827	0.834128	0.828495	0.829774	0.841704	0.837974	0.839861	0.842241	
0	0.842241	0	0	0	0	0	0	0	0	0	0	
