# a_	b_	W_0	W_1	W_2	W_3	W_4	W_5	W_6	W_7	W_8	W_9	
0	0.782439	0	0	0	0	0	0	0	0	0	0	
0	0.783857	0	0	0	0	0	0	0	0	0	0	
1	0.795302	0.782439	0.783857	0.795302	0.787885	0.781271	0.780063	0.793542	0.790752	0.793921	0.795821	
1	0.787885	0.782439	0.783857	0.795302	0.787885	0.781271	0.780063	0.793542	0.790752	0.793921	0.795821	
0	0.781271	0	0	0	0	0	0	0	0	0	0	
1	0.780063	0.782439	0.783857	0.795302	0.787885	0.781271	0.780063	0.793542	0.790752	0.793921	0.795821	
1	0.793542	0.782439	0.783857	0.795302	0.787885	0.781271	0.780063	0.793542	0.790752	0.793921	0.795821	
0	0.790752	0	0	0	0	0	0	0	0	0	0	
1	0.793921	0.782439	0.783857	0.795302	0.787885	0.781271	0.780063	0.793542	0.790752	0.793921	0.795821	
0	0.795821	0	0	0	0	0	0	0	0	0	0	
