0;	-20.1226
1;	-19.5563
2;	-19.8343
3;	-20.1547
4;	-20.5433
5;	-20.777
6;	-20.7564
7;	-21.8078
8;	-21.7059
9;	-22.2224
10;	-22.9709
11;	-23.2289
12;	-23.0021
13;	-23.5583
14;	-23.1086
15;	-23.2545
16;	-23.3205
17;	-23.2607
18;	-23.0798
19;	-23.3343
20;	-23.2547
21;	-23.0369
22;	-23.343
23;	-23.1632
24;	-23.1404
25;	-23.075
26;	-23.254
27;	-23.3546
28;	-23.1473
29;	-23.5486
30;	-22.7676
31;	-23.474
32;	-23.0518
33;	-22.9754
34;	-23.2244
35;	-23.4416
36;	-23.4002
37;	-22.7794
38;	-23.3893
39;	-23.0363
40;	-23.2909
41;	-23.0973
42;	-23.4316
43;	-23.0417
44;	-23.5261
45;	-23.152
46;	-23.405
47;	-23.0859
48;	-23.3429
49;	-23.2363
50;	-23.2067
51;	-23.3056
52;	-23.3143
53;	-23.5245
54;	-23.3113
55;	-23.1864
56;	-23.5109
57;	-22.9899
58;	-23.3298
59;	-23.3918
60;	-23.3485
61;	-23.0796
62;	-23.3262
63;	-23.6409
64;	-23.0784
65;	-23.4997
66;	-23.3258
67;	-23.045
68;	-23.2907
69;	-22.6274
70;	-23.2598
71;	-23.3312
72;	-22.9499
73;	-23.2163
74;	-23.2047
75;	-23.4067
76;	-23.0441
77;	-23.2717
78;	-23.4968
79;	-23.0866
80;	-23.1669
81;	-23.2309
82;	-23.1375
83;	-23.2583
84;	-23.3465
85;	-23.3951
86;	-23.3373
87;	-23.2687
88;	-23.3257
89;	-23.2339
90;	-23.2302
91;	-23.0592
92;	-23.2331
93;	-23.2622
94;	-23.214
95;	-23.2452
96;	-23.5535
97;	-23.4706
98;	-23.2997
99;	-23.5236
100;	-23.4636
101;	-23.1468
102;	-22.8302
103;	-23.1341
104;	-23.3284
105;	-23.0487
106;	-23.2079
107;	-23.4368
108;	-23.6616
109;	-22.8596
110;	-23.0612
111;	-23.4758
112;	-23.0392
113;	-23.4146
114;	-23.1878
115;	-23.1843
116;	-23.5072
117;	-23.6314
118;	-23.3721
119;	-22.9448
120;	-22.8686
121;	-23.1408
122;	-23.273
123;	-23.2884
124;	-23.4299
125;	-23.0228
126;	-23.2342
127;	-23.2332
128;	-22.8349
129;	-23.1682
130;	-22.9793
131;	-23.0236
132;	-23.7153
133;	-23.0206
134;	-23.2706
135;	-23.2166
136;	-23.1535
137;	-23.1258
138;	-23.0349
139;	-23.1181
140;	-23.4188
141;	-23.2528
142;	-23.2258
143;	-23.2663
144;	-23.0218
145;	-23.0427
146;	-23.3113
147;	-23.2989
148;	-23.423
149;	-23.394
150;	-23.6093
151;	-23.267
152;	-23.1807
153;	-23.1876
154;	-23.187
155;	-23.5075
156;	-23.6396
157;	-23.3507
158;	-23.361
159;	-23.1978
160;	-23.4367
161;	-23.5451
162;	-23.2899
163;	-23.3135
164;	-22.9933
165;	-23.3943
166;	-23.3088
167;	-23.3753
168;	-23.5853
169;	-23.4262
170;	-23.1875
171;	-23.2727
172;	-22.9185
173;	-23.1749
174;	-23.2795
175;	-23.1215
176;	-23.3938
177;	-23.3431
178;	-23.4895
179;	-23.1064
180;	-23.0859
181;	-23.0055
182;	-23.2629
183;	-23.5128
184;	-23.4288
185;	-23.5453
186;	-23.0387
187;	-23.3272
188;	-23.4524
189;	-23.507
190;	-23.1938
191;	-23.1177
192;	-23.1604
193;	-22.9374
194;	-23.2104
195;	-23.3064
196;	-22.987
197;	-23.0819
198;	-23.4101
199;	-23.2311
200;	-23.2114
201;	-23.5714
202;	-23.2656
203;	-23.2295
204;	-22.9379
205;	-23.3476
206;	-23.4678
207;	-23.0541
208;	-23.4708
209;	-23.3326
210;	-23.3463
211;	-23.4278
212;	-23.2883
213;	-23.1814
214;	-23.1621
215;	-23.2635
216;	-23.1032
217;	-23.4075
218;	-23.0359
219;	-23.229
220;	-23.1966
221;	-23.1394
222;	-23.3082
223;	-23.2962
224;	-23.1865
225;	-23.3423
226;	-22.9758
227;	-23.1399
228;	-23.4917
229;	-23.193
230;	-23.6948
231;	-23.496
232;	-23.2471
233;	-23.1804
234;	-23.3074
235;	-23.1833
236;	-23.4672
237;	-22.6332
238;	-23.3715
239;	-23.7229
240;	-23.566
241;	-22.8408
242;	-23.493
243;	-23.2207
244;	-23.373
245;	-22.9108
246;	-23.0996
247;	-23.3304
248;	-23.0449
249;	-23.1323
250;	-23.3978
251;	-23.3853
252;	-23.4132
253;	-23.3547
254;	-23.3154
255;	-22.9837
256;	-23.3062
257;	-23.0491
258;	-23.0733
259;	-23.3918
260;	-23.3303
261;	-23.1153
262;	-23.2789
263;	-23.1435
264;	-23.4709
265;	-23.6113
266;	-23.2689
267;	-22.801
268;	-23.1563
269;	-23.5388
270;	-23.1511
271;	-23.156
272;	-23.3687
273;	-23.572
274;	-23.7209
275;	-23.4268
276;	-23.2235
277;	-22.7254
278;	-23.357
279;	-23.2306
280;	-23.0161
281;	-23.2127
282;	-23.3252
283;	-23.3264
284;	-23.3761
285;	-23.3461
286;	-23.1273
287;	-23.4099
288;	-22.9942
289;	-22.8575
290;	-23.2645
291;	-23.4478
292;	-23.245
293;	-23.3371
294;	-23.4656
295;	-23.5416
296;	-23.374
297;	-23.3843
298;	-23.292
299;	-23.2249
300;	-23.0277
301;	-23.2993
302;	-23.1248
303;	-23.352
304;	-23.2233
305;	-23.4041
306;	-23.2655
307;	-22.9266
308;	-23.2797
309;	-23.2106
310;	-22.8996
311;	-22.8911
312;	-23.2705
313;	-23.4196
314;	-23.3043
315;	-23.0669
316;	-23.1769
317;	-23.226
318;	-23.3743
319;	-23.1522
320;	-23.5339
321;	-22.9457
322;	-23.0328
323;	-23.1478
324;	-23.498
325;	-23.2757
326;	-23.1329
327;	-23.2556
328;	-23.4826
329;	-23.081
330;	-23.1478
331;	-23.1204
332;	-23.1951
333;	-23.2837
334;	-23.6495
335;	-23.3261
336;	-23.4701
337;	-23.1613
338;	-23.3354
339;	-23.0526
340;	-23.3239
341;	-23.153
342;	-23.1332
343;	-23.0447
344;	-23.2361
345;	-22.9777
346;	-23.2499
347;	-22.9454
348;	-22.9944
349;	-23.2971
350;	-23.3272
351;	-23.4386
352;	-23.3066
353;	-23.1273
354;	-23.2048
355;	-23.4532
356;	-23.2949
357;	-23.4679
358;	-23.307
359;	-23.6561
360;	-23.593
361;	-23.4466
362;	-23.0428
363;	-23.4135
364;	-23.3837
365;	-23.2371
366;	-23.3961
367;	-23.4648
368;	-23.0991
369;	-23.2371
370;	-23.5603
371;	-23.3721
372;	-23.3186
373;	-23.6161
374;	-23.1495
375;	-23.1256
376;	-23.264
377;	-23.1918
378;	-23.3803
379;	-23.386
380;	-23.5249
381;	-23.3379
382;	-23.7158
383;	-23.1418
384;	-23.3487
385;	-23.2697
386;	-23.5391
387;	-23.6256
388;	-23.1477
389;	-23.597
390;	-23.411
391;	-23.3646
392;	-23.4662
393;	-23.5465
394;	-23.3964
395;	-23.413
396;	-23.4498
397;	-23.3314
398;	-23.3545
399;	-23.3841
400;	-23.1029
401;	-23.4269
402;	-23.4992
403;	-23.3028
404;	-23.6294
405;	-22.8576
406;	-23.1809
407;	-23.5433
408;	-23.4178
409;	-23.2689
410;	-23.6174
411;	-23.4392
412;	-23.3592
413;	-23.3556
414;	-23.5014
415;	-23.1399
416;	-23.5352
417;	-23.5959
418;	-23.708
419;	-23.1836
420;	-22.8937
421;	-23.5172
422;	-23.2628
423;	-23.1288
424;	-23.4281
425;	-23.2364
426;	-23.2352
427;	-23.207
428;	-23.7307
429;	-23.2826
430;	-23.2605
431;	-23.538
432;	-23.3949
433;	-23.4149
434;	-23.0358
435;	-23.8345
436;	-23.3721
437;	-23.0657
438;	-23.4643
439;	-23.409
440;	-23.2209
441;	-23.7793
442;	-23.7227
443;	-23.4456
444;	-23.4096
445;	-23.2329
446;	-23.5746
447;	-23.8066
448;	-23.4936
449;	-23.3764
450;	-22.9806
451;	-22.9944
