# a_	b_	W_0	W_1	W_2	W_3	W_4	W_5	W_6	W_7	W_8	W_9	
1	0.851234	0.851234	0.851158	0.851182	0.844251	0.842815	0.844624	0.854158	0.846862	0.848328	0.854398	
0	0.851158	0	0	0	0	0	0	0	0	0	0	
0	0.851182	0	0	0	0	0	0	0	0	0	0	
1	0.844251	0.851234	0.851158	0.851182	0.844251	0.842815	0.844624	0.854158	0.846862	0.848328	0.854398	
1	0.842815	0.851234	0.851158	0.851182	0.844251	0.842815	0.844624	0.854158	0.846862	0.848328	0.854398	
1	0.844624	0.851234	0.851158	0.851182	0.844251	0.842815	0.844624	0.854158	0.846862	0.848328	0.854398	
0	0.854158	0	0	0	0	0	0	0	0	0	0	
0	0.846862	0	0	0	0	0	0	0	0	0	0	
1	0.848328	0.851234	0.851158	0.851182	0.844251	0.842815	0.844624	0.854158	0.846862	0.848328	0.854398	
0	0.854398	0	0	0	0	0	0	0	0	0	0	
