# a_	b_	W_0	W_1	W_2	W_3	W_4	W_5	W_6	W_7	W_8	W_9	
-0.0773288	-0.00697508	-0.0210313	-0.0319002	-0.0440833	-0.0596215	-0.0549361	-0.0432302	-0.0385722	-0.0472466	-0.0487539	-0.0457527	
0.0407288	-0.0114362	0.0234864	0.0226823	0.0139123	0.0308565	0.0363884	-0.000333376	0.0377653	0.0102019	0.0174626	0.0230481	
0.0396244	-0.0128475	0.0059286	0.000243581	0.0311806	0.0345758	0.012615	0.0197887	0.0206115	0.0368146	0.0323126	0.0336343	
-0.0547845	0.00322944	-0.0325692	-0.0458022	-0.0213642	-0.0446853	-0.0230762	-0.0302609	-0.0237823	-0.0422419	-0.021776	-0.021579	
-0.0490751	0.0103537	-0.0210284	-0.0220238	-0.0334634	-0.0210538	-0.0278555	-0.0298393	-0.0344555	-0.0350421	-0.0308176	-0.0266877	
0.00779399	-0.0110186	0.00442748	0.0235816	0.00905896	-0.0108009	-0.00258104	0.0151838	-0.00713567	0.0103124	0.017046	0.0101192	
-0.0319681	0.025042	-0.0178308	-0.0177984	-0.00589044	0.00241177	-0.00693249	-0.0217871	-0.0176918	-0.00595525	0.000215836	-0.0241426	
-0.00871124	-0.000523822	-0.0010897	-0.0128663	-0.00894516	-0.00234612	-0.00664795	-0.00828941	0.00217193	-0.000462119	0.0215814	0.00783394	
0.0527843	0.00188349	0.020344	0.0248002	0.0256431	0.0215469	0.00250227	0.0137089	0.0213455	0.0305777	0.022466	0.0266314	
-0.0159252	0.0171991	-0.0196938	-0.0103745	-0.024229	-0.00728587	-0.00161644	-0.000759008	-0.0262384	0.0073974	-0.0123556	-0.0148254	
