-10     0     0     0     0     0     0     0     0     0     0
-9.8827     0     0     0     0     0     0     0     0     0     0
-9.7654     0     0     0     0     0     0     0     0     0     0
-9.64809     0     0     0     0     0     0     0     0     0     0
-9.53079     0     0     0     0     0     0     0     0     0     0
-9.41349     0     0     0     0     0     0     0     0     0     0
-9.29619     0     0     0     0     0     0     0     0     0     0
-9.17889     0     0     0     0     0     0     0     0     0     0
-9.06158     0     0     0     0     0     0     0     0     0     0
-8.94428     0     0     0     0     0     0     0     0     0     0
-8.82698     0     0     0     0     0     0     0     0     0     0
-8.70968     0     0     0     0     0     0     0     0     0     0
-8.59238     0     0     0     0     0     0     0     0     0     0
-8.47507     0     0     0     0     0     0     0     0     0     0
-8.35777     0     0     0     0     0     0     0     0     0     0
-8.24047     0     0     0     0     0     0     0     0     0     0
-8.12317     0     0     0     0     0     0     0     0     0     0
-8.00587     0     0     0     0     0     0     0     0     0     0
-7.88856     0     0     0     0     0     0     0     0     0     0
-7.77126     0     0     0     0     0     0     0     0     0     0
-7.65396     0     0     0     0     0     0     0     0     0     0
-7.53666     0     0     0     0     0     0     0     0     0     0
-7.41935     0     0     0     0     0     0     0     0     0     0
-7.30205     0     0     0     0     0     0     0     0     0     0
-7.18475     0     0     0     0     0     0     0     0     0     0
-7.06745     0     0     0     0     0     0     0     0     0     0
-6.95015     0     0     0     0     0     0     0     0     0     0
-6.83284     0     0     0     0     0     0     0     0     0     0
-6.71554     0     0     0     0     0     0     0     0     0     0
-6.59824     0     0     0     0     0     0     0     0     0     0
-6.48094     0     0     0     0     0     0     0     0     0     0
-6.36364     0     0     0     0     0     0     0     0     0     0
-6.24633     0     0     0     0     0     0     0     0     0     0
-6.12903     0     0     0     0     0     0     0     0     0     0
-6.01173     0     0     0     0     0     0     0     0     0     0
-5.89443     0     0     0     0     0     0     0     0     0     0
-5.77713     0     0     0     0     0     0     0     0     0     0
-5.65982     0     0     0     0     0     0     0     0     0     0
-5.54252     0     0     0     0     0     0     0     0     0     0
-5.42522     0     0     0     0     0     0     0     0     0     0
-5.30792     0     0     0     0     0     0     0     0     0     0
-5.19062     0     0     0     0     0     0     0     0     0     0
-5.07331     0     0     0     0     0     0     0     0     0     0
-4.95601     0     0     0     0     0     0     0     0     0     0
-4.83871     0     0     0     0     0     0     0     0     0     0
-4.72141     0     0     0     0     0     0     0     0     0     0
-4.60411     0     0     0     0     0     0     0     0     0     0
-4.4868     0     0     0     0     0     0     0     0     0     0
-4.3695     0     0     0     0     0     0     0     0     0     0
-4.2522     0     0     0     0     0     0     0     0     0     0
-4.1349     0     0     0     0     0     0     0     0     0     0
-4.0176     0     0     0     0     0     0     0     0     0     0
-3.90029     0     0     0     0     0     0     0     0     0     0
-3.78299     0     0     0     0     0     0     0     0     0     0
-3.66569     0     0     0     0     0     0     0     0     0     0
-3.54839     0     0     0     0     0     0     0     0     0     0
-3.43109     0     0     0     0     0     0     0     0     0     0
-3.31378     0     0     0     0     0     0     0     0     0     0
-3.19648     0     0     0     0     0     0     0     0     0     0
-3.07918     0     0     0     0     0     0     0     0     0     0
-2.96188     0     0     0     0     0     0     0     0     0     0
-2.84457     0     0     0     0     0     0     0     0     0     0
-2.72727     0     0     0     0     0     0     0     0     0     0
-2.60997     0     0     0     0     0     0     0     0     0     0
-2.49267     0     0     0     0     0     0     0     0     0     0
-2.37537     0     0     0     0     0     0     0     0     0     0
-2.25806     0     0     0     0     0     0     0     0     0     0
-2.14076     0     0     0     0     0     0     0     0     0     0
-2.02346     0     0     0     0     0     0     0     0     0     0
-1.90616     0     0     0     0     0     0     0     0     0     0
-1.78886     0     0     0     0     0     0     0     0     0     0
-1.67155     0     0     0     0     0     0     0     0     0     0
-1.55425     0     0     0     0     0     0     0     0     0     0
-1.43695     0     0     0     0     0     0     0     0     0     0
-1.31965     0     0     0     0     0     0     0     0     0     0
-1.20235     0     0     0     0     0     0     0     0     0     0
-1.08504     0     0     0     0     0     0     0     0     0     0
-0.967742     0     0     0     0     0     0     0     0     0     0
-0.85044     0     0     0     0     0     0     0     0     0     0
-0.733138     0     0     0     0     0     0     0     0     0     0
-0.615836     7.67215e-41     -1.53442e-40     -2.3016e-40     3.06876e-40     3.83587e-40     0     0     0     0     0
-0.498534     1.05567e-34     -2.11133e-34     -3.16696e-34     4.22254e-34     5.27807e-34     0     0     0     0     0
-0.381232     1.45258e-28     -2.90514e-28     -4.35766e-28     5.81013e-28     7.26251e-28     0     0     0     0     0
-0.26393     1.99872e-22     -3.99742e-22     -5.99606e-22     7.99461e-22     9.99307e-22     0     0     0     0     0
-0.146628     2.7502e-16     -5.50036e-16     -8.25045e-16     1.10004e-15     1.37502e-15     0     0     0     0     0
-0.0293255     3.78422e-10     -7.56838e-10     -1.13524e-09     1.51364e-09     1.89201e-09     0     0     0     0     0
0.0879765     0.0005207     -0.00104139     -0.00156207     0.00208273     0.00260336     0.000390671     0.000781339     0.001172     0.00156265     0.00195329
