0.864731 0.873341 0.870137 0.870967 0.875832 0.870091 0.871006 0.866791 0.880042 0.876515 0.863947 0.863968 0.864208 0.871244 0.870455 0.864916 0.863084 0.875991 0.871999 0.874335
0.864731 0.873341 0.870137 0.870967 0.875832 0.870091 0.871006 0.866791 0.880042 0.876515 0.863947 0.863968 0.864208 0.871244 0.870455 0.864916 0.863084 0.875991 0.871999 0.874335
0.864731 0.873341 0.870137 0.870967 0.875832 0.870091 0.871006 0.866791 0.880042 0.876515 0.863947 0.863968 0.864208 0.871244 0.870455 0.864916 0.863084 0.875991 0.871999 0.874335
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
0.864731 0.873341 0.870137 0.870967 0.875832 0.870091 0.871006 0.866791 0.880042 0.876515 0.863947 0.863968 0.864208 0.871244 0.870455 0.864916 0.863084 0.875991 0.871999 0.874335
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
0.864731 0.873341 0.870137 0.870967 0.875832 0.870091 0.871006 0.866791 0.880042 0.876515 0.863947 0.863968 0.864208 0.871244 0.870455 0.864916 0.863084 0.875991 0.871999 0.874335
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
0.864731 0.873341 0.870137 0.870967 0.875832 0.870091 0.871006 0.866791 0.880042 0.876515 0.863947 0.863968 0.864208 0.871244 0.870455 0.864916 0.863084 0.875991 0.871999 0.874335
