       0        0        0        0        0
       0        0        0        0        0
       0        0        0        0        0
0.953601 0.955006 0.952291 0.955224 0.954025
0.953601 0.955006 0.952291 0.955224 0.954025
       0        0        0        0        0
0.953601 0.955006 0.952291 0.955224 0.954025
       0        0        0        0        0
       0        0        0        0        0
0.953601 0.955006 0.952291 0.955224 0.954025
