 0.49975 0.496939 0.493653 0.498866 0.507596 0.487992  0.50983 0.503872 0.503685 0.509657 0.502424 0.510597 0.507855 0.497304 0.489442 0.498916 0.487982 0.509694   0.5052 0.498125
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
 0.49975 0.496939 0.493653 0.498866 0.507596 0.487992  0.50983 0.503872 0.503685 0.509657 0.502424 0.510597 0.507855 0.497304 0.489442 0.498916 0.487982 0.509694   0.5052 0.498125
 0.49975 0.496939 0.493653 0.498866 0.507596 0.487992  0.50983 0.503872 0.503685 0.509657 0.502424 0.510597 0.507855 0.497304 0.489442 0.498916 0.487982 0.509694   0.5052 0.498125
 0.49975 0.496939 0.493653 0.498866 0.507596 0.487992  0.50983 0.503872 0.503685 0.509657 0.502424 0.510597 0.507855 0.497304 0.489442 0.498916 0.487982 0.509694   0.5052 0.498125
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
       0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0        0
 0.49975 0.496939 0.493653 0.498866 0.507596 0.487992  0.50983 0.503872 0.503685 0.509657 0.502424 0.510597 0.507855 0.497304 0.489442 0.498916 0.487982 0.509694   0.5052 0.498125
 0.49975 0.496939 0.493653 0.498866 0.507596 0.487992  0.50983 0.503872 0.503685 0.509657 0.502424 0.510597 0.507855 0.497304 0.489442 0.498916 0.487982 0.509694   0.5052 0.498125
