 0.265897  0.264153  0.264954   0.26385  0.270702  0.259307  0.270324   0.26439  0.267352  0.271421  0.267506   0.26892  0.267653   0.26525  0.260322  0.263997  0.261322  0.267484  0.270233  0.263846
 0.278104  0.275512  0.278415  0.274746  0.282898  0.272894  0.282372   0.27686  0.280766  0.284661  0.281129  0.282874   0.27886  0.276913  0.272784  0.275994  0.272936  0.278224    0.2817  0.275184
 0.294135  0.293364  0.294011  0.290453  0.298188  0.289127  0.297419  0.293781  0.296975  0.300674    0.2966  0.298525  0.295743   0.29339  0.288848  0.291481  0.288808  0.295216  0.298999   0.29032
 0.279318  0.276862  0.278476  0.276749  0.283251  0.273574  0.283248  0.278853  0.282787  0.285783  0.281806  0.283906  0.280676  0.277755  0.272819  0.276879   0.27451   0.28057  0.283288  0.276647
 0.279086  0.277802  0.278454  0.277272  0.284408  0.274809  0.282447  0.280124  0.281628  0.285344  0.282002  0.285204  0.280903  0.277868  0.274254  0.278116  0.274917  0.281166  0.284569  0.276979
 0.286783  0.283938  0.286401  0.283297  0.290787   0.28048  0.291272  0.286703  0.287929  0.292383  0.290638  0.292254  0.288104  0.285533  0.280889  0.284974  0.280967   0.28771  0.291128  0.283305
 0.306191  0.303448  0.307388  0.303765    0.3115   0.29984  0.310967  0.304806  0.308215  0.312902  0.310151  0.312646  0.307425  0.304464  0.300394  0.304143  0.301108  0.306274  0.311798  0.303495
0.0576445 0.0576809 0.0581971 0.0576727 0.0586113 0.0573438 0.0588384 0.0577839 0.0588689 0.0591088 0.0582482 0.0587798 0.0579793 0.0576168 0.0573342 0.0573721 0.0567036 0.0581907 0.0582595 0.0577891
 0.339938  0.337466  0.338758  0.335755  0.344479  0.332502  0.344494  0.338591  0.341002  0.346722  0.342874  0.345881  0.342526  0.337546  0.333075  0.337395  0.333456   0.33997  0.343609   0.33506
   0.4526   0.45011  0.452218   0.44847  0.459654  0.443726  0.458297  0.451321  0.456058  0.462439  0.457028  0.460148  0.454547  0.450395  0.444483  0.449687   0.44482  0.454191  0.459315  0.448093
